Date,Order_dir,Quantity,Price
29/11/2017,BUY,1,328.9
05/12/2017,SELL,1,319.1
06/12/2017,SELL,1,312.4
07/12/2017,SELL,1,316.4
12/12/2017,SELL,1,318.45
14/12/2017,BUY,1,314
15/12/2017,BUY,1,312.25
18/12/2017,BUY,1,318.9
19/12/2017,BUY,1,319.8
01/01/2018,SELL,1,307.1
02/01/2018,BUY,1,303.25
03/01/2018,SELL,1,302.85
10/01/2018,BUY,1,301.1
02/02/2018,SELL,1,297.35
05/02/2018,SELL,1,298.05
06/02/2018,SELL,1,291.75
07/02/2018,SELL,1,292.8
08/02/2018,SELL,1,301.4
09/02/2018,SELL,1,296.4
12/02/2018,SELL,1,288.75
19/02/2018,BUY,1,268.5
22/02/2018,SELL,1,272.6
23/02/2018,BUY,1,276.05
26/02/2018,BUY,1,274.45
27/02/2018,BUY,1,267.6
28/02/2018,BUY,1,268
06/03/2018,SELL,1,256.55
07/03/2018,SELL,1,246.65
08/03/2018,SELL,1,256.8
09/03/2018,SELL,1,253.25
15/03/2018,BUY,1,253.7
20/03/2018,SELL,1,249.1
21/03/2018,BUY,1,248
22/03/2018,BUY,1,241.55
26/03/2018,BUY,1,246.5
27/03/2018,BUY,1,254.35
28/03/2018,BUY,1,249.9
02/04/2018,BUY,1,246.15
03/04/2018,BUY,1,250.5
25/04/2018,SELL,1,237.2
27/04/2018,SELL,1,242.6
02/05/2018,BUY,1,241
03/05/2018,BUY,1,241.9
22/05/2018,SELL,1,253.9
23/05/2018,SELL,1,263.2
24/05/2018,SELL,1,268.5
28/05/2018,BUY,1,272.05
29/05/2018,BUY,1,264.3
30/05/2018,BUY,1,267.15
08/06/2018,SELL,1,273
11/06/2018,SELL,1,274
12/06/2018,SELL,1,282.85
13/06/2018,SELL,1,287.7
14/06/2018,SELL,1,282.6
15/06/2018,SELL,1,277.45
18/06/2018,SELL,1,276.85
19/06/2018,SELL,1,272.6
20/06/2018,BUY,1,273.3
21/06/2018,BUY,1,268.65
22/06/2018,BUY,1,273.05
25/06/2018,BUY,1,268.45
26/06/2018,BUY,1,267.4
27/06/2018,BUY,1,261.7
28/06/2018,BUY,1,257
29/06/2018,BUY,1,259.35
23/07/2018,SELL,1,266.35
24/07/2018,SELL,1,266.85
25/07/2018,SELL,1,271.85
26/07/2018,SELL,1,287.7
30/07/2018,SELL,1,297.4
31/07/2018,SELL,1,293.5
01/08/2018,SELL,1,295.1
02/08/2018,SELL,1,293.9
03/08/2018,SELL,1,299.25
06/08/2018,SELL,1,308.5
28/08/2018,BUY,1,305.35
29/08/2018,SELL,1,309.7
28/09/2018,BUY,1,265.5
01/10/2018,BUY,1,273.85
03/10/2018,BUY,1,271.7
04/10/2018,SELL,1,271.35
08/10/2018,SELL,1,265.75
09/10/2018,SELL,1,262.95
15/10/2018,BUY,1,263.2
16/10/2018,BUY,1,270.3
17/10/2018,BUY,1,261.15
22/10/2018,BUY,1,260.35
23/10/2018,BUY,1,255.65
24/10/2018,BUY,1,255.7
26/10/2018,SELL,1,248.1
29/10/2018,SELL,1,267.9
30/10/2018,SELL,1,273.15
31/10/2018,SELL,1,281.4
01/11/2018,SELL,1,285.9
12/11/2018,SELL,1,277.95
14/11/2018,BUY,1,283.6
15/11/2018,BUY,1,285.4
16/11/2018,BUY,1,290.9
19/11/2018,BUY,1,288.15
20/11/2018,BUY,1,283.45
21/11/2018,BUY,1,287.05
22/11/2018,BUY,1,282.7
26/11/2018,BUY,1,286.4
27/11/2018,BUY,1,289.4
28/11/2018,BUY,1,284.55
11/12/2018,SELL,1,281.25
12/12/2018,SELL,1,285.25
17/12/2018,BUY,1,289.5
18/12/2018,BUY,1,292.75
24/12/2018,SELL,1,293.05
27/12/2018,SELL,1,292.15
01/01/2019,BUY,1,299.6
02/01/2019,BUY,1,293.9
08/01/2019,SELL,1,305.3
09/01/2019,SELL,1,305.3
10/01/2019,SELL,1,305.55
11/01/2019,SELL,1,302.75
14/01/2019,SELL,1,300.4
15/01/2019,BUY,1,301.65
16/01/2019,BUY,1,303.15
17/01/2019,BUY,1,297.4
18/01/2019,BUY,1,294.95
21/01/2019,BUY,1,292.45
24/01/2019,SELL,1,288.05
25/01/2019,SELL,1,285.4
28/01/2019,SELL,1,281.6
29/01/2019,SELL,1,280.6
30/01/2019,SELL,1,287.45
31/01/2019,SELL,1,293.65
04/02/2019,BUY,1,283.95
05/02/2019,BUY,1,284.65
06/02/2019,BUY,1,289.05
07/02/2019,BUY,1,287.4
08/02/2019,BUY,1,286
11/02/2019,BUY,1,280.5
18/02/2019,SELL,1,259.95
22/02/2019,SELL,1,270.95
25/02/2019,BUY,1,270.15
27/02/2019,SELL,1,267.65
28/02/2019,SELL,1,269.05
01/03/2019,SELL,1,272.95
07/03/2019,BUY,1,281.75
08/03/2019,BUY,1,281.2
11/03/2019,BUY,1,287.35
12/03/2019,BUY,1,286.9
02/04/2019,SELL,1,329
03/04/2019,SELL,1,320.5
04/04/2019,SELL,1,321.8
08/04/2019,SELL,1,312.8
09/04/2019,SELL,1,314.75
10/04/2019,SELL,1,310.9
11/04/2019,SELL,1,314.9
12/04/2019,SELL,1,315.25
15/04/2019,BUY,1,315.6
16/04/2019,BUY,1,315.75
18/04/2019,BUY,1,310.8
23/04/2019,SELL,1,305.25
30/04/2019,BUY,1,309.95
02/05/2019,BUY,1,308.15
03/05/2019,BUY,1,310
06/05/2019,BUY,1,308.75
07/05/2019,BUY,1,305.45
10/05/2019,SELL,1,308.05
13/05/2019,SELL,1,306.9
14/05/2019,SELL,1,314.65
15/05/2019,SELL,1,312.1
17/05/2019,BUY,1,319.25
20/05/2019,BUY,1,344.7
21/05/2019,BUY,1,337.55
22/05/2019,BUY,1,341.1
23/05/2019,SELL,1,342.2
27/05/2019,BUY,1,361.7
28/05/2019,BUY,1,360.05
12/06/2019,SELL,1,344
13/06/2019,BUY,1,346.5
17/06/2019,SELL,1,337.85
18/06/2019,SELL,1,340.05
20/06/2019,SELL,1,345.15
21/06/2019,SELL,1,349.4
24/06/2019,SELL,1,353.2
25/06/2019,SELL,1,356.55
26/06/2019,BUY,1,358.15
27/06/2019,BUY,1,362.15
01/07/2019,BUY,1,361.55
02/07/2019,BUY,1,364.5
03/07/2019,BUY,1,366.15
04/07/2019,BUY,1,367.4
08/07/2019,SELL,1,355.3
09/07/2019,SELL,1,359.5
10/07/2019,SELL,1,354.2
11/07/2019,SELL,1,363.2
12/07/2019,SELL,1,363.6
15/07/2019,SELL,1,360.05
16/07/2019,SELL,1,364.35
17/07/2019,SELL,1,372.4
19/07/2019,SELL,1,356
22/07/2019,SELL,1,350.85
08/08/2019,BUY,1,294.35
09/08/2019,BUY,1,291.35
13/08/2019,BUY,1,283.35
14/08/2019,BUY,1,289.75
21/08/2019,BUY,1,277.4
22/08/2019,SELL,1,268.55
23/08/2019,SELL,1,271.1
26/08/2019,BUY,1,280.2
27/08/2019,BUY,1,285.7
28/08/2019,BUY,1,284.9
04/09/2019,BUY,1,275.1
06/09/2019,BUY,1,273.95
09/09/2019,BUY,1,278
12/09/2019,BUY,1,287.05
16/09/2019,SELL,1,284.7
17/09/2019,SELL,1,273.95
18/09/2019,SELL,1,280.4
19/09/2019,SELL,1,274.05
20/09/2019,SELL,1,301.7
23/09/2019,SELL,1,313.75
24/09/2019,SELL,1,302.6
25/09/2019,SELL,1,280.25
26/09/2019,SELL,1,281.85
27/09/2019,SELL,1,281.2
03/10/2019,BUY,1,254.15
04/10/2019,SELL,1,249.95
18/10/2019,BUY,1,269.65
22/10/2019,BUY,1,270.5
23/10/2019,BUY,1,275.45
24/10/2019,BUY,1,262.5
25/10/2019,SELL,1,281.55
27/10/2019,SELL,1,281.8
31/10/2019,SELL,1,312.4
01/11/2019,SELL,1,313.55
11/11/2019,BUY,1,318.25
13/11/2019,BUY,1,306.8
14/11/2019,BUY,1,306
15/11/2019,BUY,1,321.9
22/11/2019,SELL,1,329.3
25/11/2019,SELL,1,336.1
26/11/2019,SELL,1,335.5
27/11/2019,SELL,1,343.55
10/12/2019,BUY,1,313.4
11/12/2019,BUY,1,312.8
12/12/2019,BUY,1,321.85
17/12/2019,BUY,1,332.9
18/12/2019,BUY,1,326.95
19/12/2019,BUY,1,328.15
20/12/2019,BUY,1,337.85
23/12/2019,BUY,1,332.4
24/12/2019,BUY,1,331.45
26/12/2019,SELL,1,329.85
27/12/2019,SELL,1,337.25
31/12/2019,SELL,1,333.75
01/01/2020,SELL,1,334.45
03/01/2020,SELL,1,333.7
06/01/2020,SELL,1,319
10/01/2020,BUY,1,332.25
13/01/2020,BUY,1,330.75
14/01/2020,BUY,1,328
15/01/2020,BUY,1,324.25
16/01/2020,BUY,1,323.3
17/01/2020,BUY,1,318
20/01/2020,SELL,1,314
21/01/2020,SELL,1,313.7
22/01/2020,SELL,1,316.15
23/01/2020,SELL,1,323.2
24/01/2020,SELL,1,324.05
27/01/2020,SELL,1,316.2
28/01/2020,SELL,1,315.1
30/01/2020,SELL,1,310.7
31/01/2020,SELL,1,318.45
04/02/2020,BUY,1,306.25
05/02/2020,BUY,1,311
06/02/2020,BUY,1,321.95
07/02/2020,BUY,1,320.55
10/02/2020,BUY,1,318.5
12/02/2020,BUY,1,320.2
14/02/2020,SELL,1,319.4
17/02/2020,SELL,1,314.2
18/02/2020,SELL,1,317.55
19/02/2020,SELL,1,320.35
20/02/2020,SELL,1,327.65
24/02/2020,SELL,1,322.95
03/03/2020,BUY,1,289.85
04/03/2020,SELL,1,285.3
07/04/2020,BUY,1,186.4
08/04/2020,BUY,1,183
09/04/2020,BUY,1,187.75
13/04/2020,BUY,1,183.5
17/04/2020,BUY,1,193.25
20/04/2020,BUY,1,192.5
21/04/2020,BUY,1,184.75
22/04/2020,BUY,1,188.7
23/04/2020,BUY,1,186.7
24/04/2020,BUY,1,179.75
04/05/2020,SELL,1,178.85
05/05/2020,SELL,1,170.4
06/05/2020,BUY,1,171.1
11/05/2020,SELL,1,165.45
12/05/2020,SELL,1,166.9
14/05/2020,SELL,1,167.95
15/05/2020,SELL,1,166.4
18/05/2020,SELL,1,155.3
19/05/2020,SELL,1,152.8
20/05/2020,SELL,1,153.4
21/05/2020,SELL,1,151.95
22/05/2020,SELL,1,150.85
27/05/2020,BUY,1,158.6
28/05/2020,BUY,1,158.2
29/05/2020,BUY,1,161.3
01/06/2020,BUY,1,170.05
02/06/2020,BUY,1,170.25
03/06/2020,BUY,1,174.9
04/06/2020,BUY,1,174.05
05/06/2020,BUY,1,187.8
08/06/2020,BUY,1,186.8
10/06/2020,SELL,1,187.7
11/06/2020,SELL,1,177.15
12/06/2020,SELL,1,179.15
15/06/2020,SELL,1,173.7
18/06/2020,BUY,1,179.65
19/06/2020,BUY,1,184.5
22/06/2020,BUY,1,187.7
23/06/2020,BUY,1,192.45
24/06/2020,BUY,1,184.6
13/07/2020,SELL,1,192.7
14/07/2020,SELL,1,186.05
15/07/2020,SELL,1,183.8
16/07/2020,SELL,1,186.25
20/07/2020,BUY,1,190.75
21/07/2020,BUY,1,194.4
22/07/2020,BUY,1,192
23/07/2020,BUY,1,198.25
27/07/2020,SELL,1,187.15
28/07/2020,SELL,1,189.45
29/07/2020,SELL,1,191.2
30/07/2020,SELL,1,186.55
31/07/2020,SELL,1,191.45
03/08/2020,SELL,1,192.25
04/08/2020,SELL,1,191.6
05/08/2020,SELL,1,191.45
11/08/2020,BUY,1,195.05
12/08/2020,BUY,1,203.3
13/08/2020,BUY,1,201.9
14/08/2020,SELL,1,196.5
17/08/2020,SELL,1,193.1
18/08/2020,BUY,1,195.1
19/08/2020,BUY,1,197.05
20/08/2020,BUY,1,194.75
21/08/2020,BUY,1,198.4
24/08/2020,BUY,1,201.45
25/08/2020,BUY,1,207.95
26/08/2020,BUY,1,209.85
07/09/2020,SELL,1,207.9
09/09/2020,SELL,1,194.85
10/09/2020,SELL,1,198.15
11/09/2020,SELL,1,202.7
14/09/2020,SELL,1,198.5
15/09/2020,SELL,1,200.15
18/09/2020,SELL,1,192.6
21/09/2020,SELL,1,185.8
22/09/2020,SELL,1,186.2
23/09/2020,SELL,1,183.8
29/09/2020,BUY,1,185.05
30/09/2020,BUY,1,185.4
01/10/2020,BUY,1,190.3
05/10/2020,BUY,1,188.75
06/10/2020,BUY,1,191.6
07/10/2020,BUY,1,190.7
08/10/2020,BUY,1,191.5
09/10/2020,BUY,1,198.3
12/10/2020,BUY,1,198.7
13/10/2020,BUY,1,195.7
29/10/2020,SELL,1,188.7
30/10/2020,SELL,1,189.25
03/11/2020,BUY,1,204.75
04/11/2020,BUY,1,207
03/12/2020,SELL,1,256.3
04/12/2020,SELL,1,263.5
07/12/2020,SELL,1,269.6
08/12/2020,SELL,1,271.9
10/12/2020,SELL,1,269.55
11/12/2020,SELL,1,272.45
14/12/2020,SELL,1,274.2
16/12/2020,BUY,1,269.4
17/12/2020,BUY,1,267.7
18/12/2020,BUY,1,271.45
22/12/2020,SELL,1,257.45
23/12/2020,SELL,1,263
29/12/2020,BUY,1,277.9
30/12/2020,BUY,1,276.9
31/12/2020,BUY,1,274.95
01/01/2021,BUY,1,279.4
07/01/2021,SELL,1,287.7
11/01/2021,BUY,1,282.5
12/01/2021,BUY,1,292.5
13/01/2021,BUY,1,306.8
22/01/2021,SELL,1,283.7
27/01/2021,SELL,1,275.65
28/01/2021,SELL,1,282.35
29/01/2021,SELL,1,282.1
02/02/2021,BUY,1,333.1
03/02/2021,BUY,1,335.95
04/02/2021,BUY,1,355.1
05/02/2021,BUY,1,393.1
12/02/2021,SELL,1,393.15
16/02/2021,BUY,1,402.35
17/02/2021,SELL,1,411.75
18/02/2021,SELL,1,415.2
19/02/2021,SELL,1,399.55
22/02/2021,SELL,1,389.5
23/02/2021,SELL,1,395.6
24/02/2021,BUY,1,406.25
25/02/2021,BUY,1,407.25
26/02/2021,SELL,1,390.15
03/03/2021,BUY,1,405.05
05/03/2021,SELL,1,383.65
08/03/2021,SELL,1,389.6
12/03/2021,BUY,1,381.1
15/03/2021,SELL,1,383.9
16/03/2021,SELL,1,378.55
17/03/2021,SELL,1,368.15
18/03/2021,SELL,1,367.1
19/03/2021,SELL,1,371.15
22/03/2021,SELL,1,367
26/03/2021,BUY,1,357.2
30/03/2021,BUY,1,360.8
01/04/2021,SELL,1,370.65
05/04/2021,SELL,1,353.55
22/04/2021,BUY,1,336.65
26/04/2021,SELL,1,344.3
27/04/2021,BUY,1,353.05
28/04/2021,BUY,1,363.4
29/04/2021,BUY,1,359.4
30/04/2021,SELL,1,353.5
03/05/2021,SELL,1,350.6
04/05/2021,SELL,1,351.5
17/05/2021,BUY,1,383.1
18/05/2021,BUY,1,382.25
19/05/2021,BUY,1,384.4
21/05/2021,BUY,1,401.2
24/05/2021,BUY,1,412.05
31/05/2021,BUY,1,424.35
02/06/2021,SELL,1,437.25
04/06/2021,SELL,1,433.6
08/06/2021,SELL,1,427.2
09/06/2021,SELL,1,421.45
10/06/2021,SELL,1,432.25
11/06/2021,SELL,1,429.6
18/06/2021,BUY,1,412.9
21/06/2021,BUY,1,419.75
22/06/2021,BUY,1,418.65
23/06/2021,BUY,1,418.85
24/06/2021,BUY,1,417.2
25/06/2021,BUY,1,428.8
28/06/2021,BUY,1,426.75
29/06/2021,BUY,1,421.5
01/07/2021,SELL,1,420.4
02/07/2021,SELL,1,424.4
05/07/2021,SELL,1,432.65
06/07/2021,BUY,1,429.75
07/07/2021,BUY,1,432.85
08/07/2021,BUY,1,424.45
12/07/2021,SELL,1,427.45
14/07/2021,SELL,1,431.05
15/07/2021,BUY,1,431.7
16/07/2021,BUY,1,430
19/07/2021,SELL,1,427.9
20/07/2021,SELL,1,420.9
22/07/2021,SELL,1,422.05
23/07/2021,SELL,1,428.9
26/07/2021,SELL,1,423.3
27/07/2021,SELL,1,429.95
28/07/2021,SELL,1,425.5
29/07/2021,SELL,1,441.55
04/08/2021,BUY,1,456.95
05/08/2021,BUY,1,441.85
06/08/2021,BUY,1,435.65
09/08/2021,BUY,1,433.4
10/08/2021,BUY,1,426.45
11/08/2021,BUY,1,428.05
12/08/2021,BUY,1,427.15
13/08/2021,BUY,1,431.2
16/08/2021,BUY,1,424.85
17/08/2021,BUY,1,421.5
06/09/2021,SELL,1,431.05
07/09/2021,SELL,1,429.1
09/09/2021,SELL,1,432.3
13/09/2021,SELL,1,432.85
14/09/2021,SELL,1,433
15/09/2021,SELL,1,443.85
16/09/2021,SELL,1,463.7
21/09/2021,SELL,1,438.8
22/09/2021,SELL,1,438.85
24/09/2021,BUY,1,440.75
27/09/2021,BUY,1,446.6
28/09/2021,BUY,1,444.9
04/10/2021,SELL,1,463.15
06/10/2021,BUY,1,457.2
11/10/2021,BUY,1,469.25
13/10/2021,BUY,1,481.7
14/10/2021,BUY,1,490.6
18/10/2021,BUY,1,497.95
19/10/2021,BUY,1,488.2
25/10/2021,SELL,1,506.5
26/10/2021,SELL,1,512.55
27/10/2021,SELL,1,519.15
28/10/2021,SELL,1,501.35
29/10/2021,SELL,1,502.15
01/11/2021,SELL,1,515.7
02/11/2021,SELL,1,521.7
03/11/2021,SELL,1,527.65
04/11/2021,SELL,1,530.45
02/12/2021,BUY,1,477
03/12/2021,BUY,1,473.15
06/12/2021,BUY,1,465.3
07/12/2021,BUY,1,476.7
08/12/2021,BUY,1,491.55
10/12/2021,SELL,1,494.7
13/12/2021,SELL,1,487.8
14/12/2021,SELL,1,488.55
15/12/2021,SELL,1,484.8
16/12/2021,SELL,1,481.15
30/12/2021,BUY,1,451.7
31/12/2021,BUY,1,460.45
03/01/2022,BUY,1,470.8
04/01/2022,BUY,1,483.5
05/01/2022,BUY,1,492.4
06/01/2022,BUY,1,491.7
07/01/2022,BUY,1,491.25
10/01/2022,BUY,1,503.65
11/01/2022,BUY,1,505.95
13/01/2022,SELL,1,511.35
14/01/2022,SELL,1,508.35
17/01/2022,SELL,1,514
18/01/2022,SELL,1,506.8
19/01/2022,SELL,1,515.8
20/01/2022,SELL,1,511.4
24/01/2022,SELL,1,494.15
25/01/2022,SELL,1,514.65
27/01/2022,SELL,1,528.95
02/02/2022,BUY,1,539.8
04/02/2022,BUY,1,530.3
07/02/2022,SELL,1,533.25
08/02/2022,SELL,1,531.35
10/02/2022,BUY,1,540.55
11/02/2022,BUY,1,529.6
15/02/2022,BUY,1,524.8
16/02/2022,BUY,1,516.7
17/02/2022,BUY,1,512.95
18/02/2022,BUY,1,515.3
21/02/2022,BUY,1,511.85
22/02/2022,BUY,1,498.4
23/02/2022,BUY,1,498.7
24/02/2022,SELL,1,472.65
25/02/2022,SELL,1,482.95
28/02/2022,SELL,1,483.2
02/03/2022,SELL,1,474.25
03/03/2022,SELL,1,467.4
04/03/2022,SELL,1,461.95
07/03/2022,SELL,1,440.3
08/03/2022,SELL,1,440.3
14/03/2022,BUY,1,485.15
15/03/2022,BUY,1,485.85
16/03/2022,BUY,1,492.75
17/03/2022,BUY,1,501.9
21/03/2022,BUY,1,490.6
22/03/2022,BUY,1,493.7
23/03/2022,BUY,1,490.65
25/03/2022,SELL,1,490.7
28/03/2022,SELL,1,497.5
30/03/2022,BUY,1,494.3
01/04/2022,BUY,1,508.2
04/04/2022,BUY,1,512.4
05/04/2022,BUY,1,509.4
11/04/2022,SELL,1,514.9
12/04/2022,SELL,1,512.85
13/04/2022,SELL,1,517.7
18/04/2022,SELL,1,509.5
19/04/2022,SELL,1,511.8
20/04/2022,SELL,1,509.3
21/04/2022,SELL,1,516.3
22/04/2022,SELL,1,500.6
25/04/2022,SELL,1,494.75
29/04/2022,BUY,1,496.3
02/05/2022,BUY,1,491
06/05/2022,SELL,1,483.95
09/05/2022,SELL,1,475.9
12/05/2022,SELL,1,462.65
20/05/2022,BUY,1,462.4
23/05/2022,SELL,1,460.9
24/05/2022,BUY,1,462.05
25/05/2022,BUY,1,454.1
26/05/2022,BUY,1,468.9
27/05/2022,BUY,1,468.95
30/05/2022,BUY,1,474.6
31/05/2022,BUY,1,468.1
01/06/2022,BUY,1,468.3
02/06/2022,BUY,1,469.85
03/06/2022,BUY,1,464.5
07/06/2022,SELL,1,463.4
08/06/2022,SELL,1,471.3
10/06/2022,SELL,1,461.85
13/06/2022,SELL,1,445.85
14/06/2022,SELL,1,448.1
15/06/2022,SELL,1,451.35
16/06/2022,SELL,1,441.6
17/06/2022,SELL,1,441
23/06/2022,BUY,1,451.4
24/06/2022,BUY,1,454.25
27/06/2022,BUY,1,461.2
04/07/2022,SELL,1,473.45
05/07/2022,SELL,1,472.15
06/07/2022,BUY,1,479.95
07/07/2022,BUY,1,486.75
08/07/2022,BUY,1,488.55
11/07/2022,BUY,1,488.2
12/07/2022,BUY,1,484.95
13/07/2022,SELL,1,486.5
14/07/2022,SELL,1,479.35
15/07/2022,SELL,1,479.1
18/07/2022,SELL,1,490.3
19/07/2022,SELL,1,497.95
20/07/2022,SELL,1,508.6
21/07/2022,SELL,1,512.05
25/07/2022,BUY,1,517.8
26/07/2022,BUY,1,514.2
27/07/2022,BUY,1,528.2
28/07/2022,BUY,1,532.45
29/07/2022,BUY,1,528.35
01/08/2022,BUY,1,533.75
04/08/2022,BUY,1,533.25
08/08/2022,BUY,1,520.4
10/08/2022,BUY,1,514.7
11/08/2022,BUY,1,524.75
23/08/2022,SELL,1,521.9
24/08/2022,SELL,1,519.3
25/08/2022,SELL,1,520.4
26/08/2022,SELL,1,523.8
29/08/2022,SELL,1,514.85
01/09/2022,SELL,1,533.3
05/09/2022,BUY,1,538.9
06/09/2022,BUY,1,537.8
08/09/2022,BUY,1,544.65
12/09/2022,SELL,1,554.9
13/09/2022,BUY,1,558
14/09/2022,BUY,1,571.75
16/09/2022,SELL,1,561.8
19/09/2022,SELL,1,572.25
22/09/2022,SELL,1,567.3
23/09/2022,SELL,1,550.6
26/09/2022,SELL,1,543.3
27/09/2022,SELL,1,536.5
28/09/2022,SELL,1,524.85
29/09/2022,SELL,1,521.75
04/10/2022,BUY,1,532.7
07/10/2022,BUY,1,530.2
11/10/2022,SELL,1,527.4
12/10/2022,SELL,1,533.8
14/10/2022,BUY,1,527.2
17/10/2022,BUY,1,543.65
18/10/2022,SELL,1,562.45
19/10/2022,BUY,1,553.4
21/10/2022,SELL,1,560.85
25/10/2022,SELL,1,578.55
31/10/2022,BUY,1,573.8
01/11/2022,BUY,1,576.9
02/11/2022,BUY,1,573.85
03/11/2022,BUY,1,584.9
09/11/2022,SELL,1,615.55
11/11/2022,BUY,1,601.3
14/11/2022,BUY,1,592.55
15/11/2022,BUY,1,600.85
16/11/2022,BUY,1,599.75
17/11/2022,BUY,1,599.05
18/11/2022,BUY,1,602.7
28/11/2022,SELL,1,608.6
29/11/2022,SELL,1,608.55
01/12/2022,BUY,1,608.1
05/12/2022,SELL,1,617.3
08/12/2022,BUY,1,611.65
09/12/2022,BUY,1,616.5
12/12/2022,BUY,1,613.05
22/12/2022,SELL,1,593.4
23/12/2022,SELL,1,574
30/12/2022,SELL,1,613.7
02/01/2023,SELL,1,612.2
04/01/2023,SELL,1,605.2
05/01/2023,SELL,1,605.1
06/01/2023,SELL,1,600.65
09/01/2023,SELL,1,607.7
10/01/2023,SELL,1,595.15
11/01/2023,SELL,1,596.7
17/01/2023,BUY,1,592.95
18/01/2023,BUY,1,591.45
19/01/2023,BUY,1,589.85
20/01/2023,BUY,1,592.2
23/01/2023,BUY,1,600.45
24/01/2023,BUY,1,594.35
25/01/2023,BUY,1,568.7
27/01/2023,BUY,1,539.95
30/01/2023,BUY,1,538.2
31/01/2023,SELL,1,553.5
